TIMU,CHAODAI,ZUOZHE,NEIRONG,YIWEN,ZZJIANJIE
长命女·春日宴,五代,冯延巳,春日宴，绿酒一杯歌一遍。#再拜陈三愿：一愿郎君千岁，二愿妾身常健，三愿如同梁上燕，岁岁长相见。,风和日丽的春天，摆起丰盛的酒宴。一杯美酒一曲歌呵，拜了又拜许三愿：一愿郎君你长寿千岁，二愿我身体永远康健，三愿我俩如同梁上燕呀，双双对对，幸福无边。,冯延巳（903--960）又名延嗣，字正中，五代广陵（今江苏省扬州市）人。在南唐做过宰相，生活过得很优裕、舒适。他的词多写闲情逸致辞，文人的气息很浓，对北宋初期的词人有比较大的影响。宋初《钓矶立谈》评其“学问渊博，文章颖发，辩说纵横”，其词集名《阳春集》。
摊破浣溪沙·菡萏香销翠叶残,五代,李璟,菡萏香销翠叶残，西风愁起绿波间。#还与韶光共憔悴，不堪看。#细雨梦回鸡塞远，小楼吹彻玉笙寒。#多少泪珠何限恨，倚栏干。,荷花落尽，香气消散，荷叶凋零，深秋的西风拂动绿水，使人愁绪满怀。美好的人生年华不断消逝。与韶光一同憔悴的人，自然不忍去看（这满眼萧瑟的景象）。细雨绵绵，梦境中塞外风物缈远。（醒来）寒笙呜咽之声回荡在小楼中。（想起故人旧事），（她）含泪倚栏，怀抱无穷幽怨。,李璟（（916－961年8月12日），五代十国时期南唐第二位皇帝，943年嗣位。后因受到后周威胁，削去帝号，改称国主，史称南唐中主。即位后开始大规模对外用兵，消灭楚、闽二国。他在位时，南唐疆土最大。不过李璟奢侈无度，导致政治腐败，国力下降。李璟好读书，多才艺。常与宠臣韩熙载、冯延巳等饮宴赋诗。他的词，感情真挚，风格清新，语言不事雕琢，“小楼吹彻玉笙寒”是流芳千古的名句。961年逝，时年47岁。庙号元宗，谥号明道崇德文宣孝皇帝。其诗词被录入《南唐二主词》中。
摊破浣溪沙·手卷真珠上玉钩,五代,李璟,手卷真珠上玉钩，依前春恨锁重楼。#风里落花谁是主？#思悠悠。#青鸟不传云外信，丁香空结雨中愁。#回首绿波三楚暮，接天流。,卷起珍珠做的帘子，挂上帘钩，在高楼上远望的我和从前一样，愁绪依然深锁。风里的落花那么憔悴，谁是它的主人呢？这使我越想越加茫然。信使不曾捎来远方行人的音讯，雨中的丁香花让我想起凝结的忧愁。我回头眺望暮色里的三峡，看江水从天而降，浩荡奔流。,李璟（（916－961年8月12日），五代十国时期南唐第二位皇帝，943年嗣位。后因受到后周威胁，削去帝号，改称国主，史称南唐中主。即位后开始大规模对外用兵，消灭楚、闽二国。他在位时，南唐疆土最大。不过李璟奢侈无度，导致政治腐败，国力下降。李璟好读书，多才艺。常与宠臣韩熙载、冯延巳等饮宴赋诗。他的词，感情真挚，风格清新，语言不事雕琢，“小楼吹彻玉笙寒”是流芳千古的名句。961年逝，时年47岁。庙号元宗，谥号明道崇德文宣孝皇帝。其诗词被录入《南唐二主词》中。
乌夜啼·昨夜风兼雨,五代,李煜,昨夜风兼雨，帘帏飒飒秋声。#烛残漏断频欹枕，起坐不能平。#世事漫随流水，算来一梦浮生。#醉乡路稳宜频到，此外不堪行。,昨天的夜晚，风雨交加，遮窗的帐子被秋风吹出飒飒的声响，窗户外传来了令人心烦的风声雨声，整整响了一夜。蜡烛燃烧的所剩无几，壶中水已漏尽，我不停的多次起来斜靠在枕头上。躺下坐起来思绪都不能够平稳。人世间的事情，如同流水东逝，说过去就过去了，想一想我这一生，就像做了一场大梦，以前的荣华富贵生活已一去不复返了。醉乡道路平坦，也无忧愁，可常去，别的地方不能去。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
虞美人·春花秋月何时了,五代,李煜,春花秋月何时了？#往事知多少。#小楼昨夜又东风，故国不堪回首月明中。#雕栏玉砌应犹在，只是朱颜改。#问君能有几多愁？#恰似一江春水向东流。,这年的时光什么时候才能了结，往事知道有多少！昨夜小楼上又吹来了春风，在这皓月当空的夜晚，怎承受得了回忆故国的伤痛。精雕细刻的栏杆、玉石砌成的台阶应该还在，只是所怀念的人已衰老。要问我心中有多少哀愁，就像这不尽的滔滔春水滚滚东流。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
虞美人·风回小院庭芜绿,五代,李煜,风回小院庭芜绿，柳眼春相续。#凭阑半日独无言，依旧竹声新月似当年。#笙歌未散尊罍在，池面冰初解。#烛明香暗画堂深，满鬓青霜残雪思难任。,春风吹回来了，庭院里的杂草变绿了，柳树也生出了嫩叶，一年又一年的春天继续来到人间。独自依靠着栏杆半天没有话说，那吹箫之声和刚刚升起的月亮和往年差不多。乐曲演奏未完，酒宴未散，仍在继续，池水冰面初开。夜深之时，华丽而精美的君室也变得幽深。我已年老，忧思难以承受啊。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
相见欢·无言独上西楼,五代,李煜,无言独上西楼，月如钩。#寂寞梧桐深院锁清秋。#剪不断，理还乱，是离愁。#别是一般滋味在心头。,默默无言，孤孤单单，独自一人缓缓登上空空的西楼。抬头望天，只有一弯如钩的冷月相伴。低头望去，只见梧桐树寂寞地孤立院中，幽深的庭院被笼罩在清冷凄凉的秋色之中。那剪也剪不断，理也理不清，让人心乱如麻的，正是亡国之苦。那悠悠愁思缠绕在心头，却又是另一种无可名状的痛苦。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
相见欢·林花谢了春红,五代,李煜,林花谢了春红，太匆匆。#无奈朝来寒雨晚来风。#胭脂泪，相留醉，几时重。#自是人生长恨水长东。,树林间的红花已经凋谢，花开花落，才有几时，实在是去得太匆忙了。也是无可奈何啊，花儿怎么能经得起那凄风寒雨昼夜摧残呢？飘落遍地的红花，被雨水淋过，像是美人双颊上的胭脂在和着泪水流淌。花儿和怜花人相互留恋，如醉如痴，什么时候才能再重逢呢？人生从来就是令人怨恨的事情太多，就像那东逝的江水，不休不止，永无尽头。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
长相思·一重山,五代,李煜,一重山，两重山。#山远天高烟水寒，相思枫叶丹。#菊花开，菊花残。#塞雁高飞人未还，一帘风月闲。,一重又一重，重重叠叠的山啊。山是那么远，天是那么高，烟云水气又冷又寒，可我的思念像火焰般的枫叶那样。菊花开了又落了，日子一天天过去。塞北的大雁在高空振翅南飞，思念的人却还没有回来。悠悠明月照在帘子上，随风飘飘然。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
浪淘沙令·帘外雨潺潺,五代,李煜,帘外雨潺潺，春意阑珊。#罗衾不耐五更寒。#梦里不知身是客，一晌贪欢。#独自莫凭栏，无限江山，别时容易见时难。#流水落花春去也，天上人间。,门帘外传来雨声潺潺，浓郁的春意又要凋残。罗织的锦被受不住五更时的冷寒。只有迷梦中忘掉自身是羁旅之客，才能享受片时的欢娱。独自一人在太阳下山时在高楼上倚靠栏杆遥望远方，因为想到旧时拥有的无限江山，心中便会泛起无限伤感。离别它是容易的，再要见到它就很艰难。像流失的江水凋落的红花跟春天一起回去也，今昔对比，一是天上一是人间。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
清平乐·别来春半,五代,李煜,别来春半，触目柔肠断。#砌下落梅如雪乱，拂了一身还满。#雁来音信无凭，路遥归梦难成。#离恨恰如春草，更行更远还生。,离别以来，春天已经过去一半，映入目中的景色掠起柔肠寸断。阶下落梅就像飘飞的白雪一样零乱，把它拂去了又飘洒得一身满满。鸿雁已经飞回而音信毫无依凭，路途遥远，要回去的梦也难形成。离别的愁恨正像春天的野草，越行越远它越是繁生。,李煜，五代十国时南唐国君，961年-975年在位，字重光，初名从嘉，号钟隐、莲峰居士。汉族，彭城（今江苏徐州）人。南唐元宗李璟第六子，于宋建隆二年(961年)继位，史称李后主。开宝八年，宋军破南唐都城，李煜降宋，被俘至汴京，封为右千牛卫上将军、违命侯。后因作感怀故国的名词《虞美人》而被宋太宗毒死。李煜虽不通政治，但其艺术才华却非凡。精书法，善绘画，通音律，诗和文均有一定造诣，尤以词的成就最高。千古杰作《虞美人》、《浪淘沙》、《乌夜啼》等词。在政治上失败的李煜，却在词坛上留下了不朽的篇章，被称为“千古词帝”。
