MITI,NANDU,MIDI,JIESHI
美人一去四点回,6,羔,“美”字的“人”去掉了，回来了“灬（四点）”。
西部需要人,4,倍,“部”字的西边是“咅”，“咅”需要“人”即“倍”字。
一错连三错，人还挺快活#差差错错归一人#大错四次#错，大错，错上加错#大错特错,6,爽,“一”、“错”连“三错”，再添上“人”，即为“爽”字。“挺快活”暗示“爽”的字义。#“差差错错”别解为“××××”，归“一人”组成“大”字。#一个“大”，四个“错（X）”.#“错”就是叉叉。#还有比这个字更多“错”的吗？
二人做伴走川中#一个踩高跷，一人站着瞧#左一个少捺，右一个多撇,2,价,“川”字的中间走后，余下“丿丨”，与“二人”组合成“价”字。#“介”字的下半部分“ノ丨”以象形法扣“高跷”。#左边的一“个”少一捺，即“亻”；右边的一“个”多一撇，即“介”。
半屏山山外有山,6,崛,“半屏”即“尸”字，“山山”即“出”字，便组成“屈”字；“屈”字外还有“山”便是“崛”字。
大一点点#买卖实在#只有点点大，第一总是它#一点一点大，人人都有它,1,头,“大”与“点点”组合，为“头”字。#“买卖实”三字都有“头”字在其中。#“点、点、大”组成“头”字。#“一点一点”即两点，加上“大”便是“头”。
初见端倪,1,位,“初”，字义为开始的部分。“端倪”二字的开始部分为“立人”，合为“位”字。
搞乱一半,3,括,“搞乱”二字各取一半，合为“括”字。
竹篮打水个个空,6,滥,“竹篮”的“个”清空后，剩下“监”。
择吉日命女结婚,3,纸,“纸”字加上“吉、日、女”可组成“结婚”二字。
力争两点左右到,2,办,“力”的左右两边各有一“点”，便成了“办”字。
有露无雨#全都不说话,1,路,“露”字无“雨”，即“路”字。#“路”字可拆解成“各止口”，会意扣合谜面。
花前无人会,6,芸,“花”字前半部分为“艹”，“会”无人即“云”。
旧貌换新颜#春末夏初来集中#日出地平线#一飞就是一天,4,旦,“旧”字的样貌改了，可改成“旦、目、田”等。#“春”字的末端为“日”，“夏”字的初笔为“一”。#“日”出地平“线”。#“旦”的“一”飞了就是一日。
湖光水月西施女,3,姑,“湖”字没了“水月”，余下“古”字；在“古”字的西边施加个“女”，便成为“姑”字。
听众之声传千里#千里相会#垂头坐下没心思#千里相逢,1,重,“千里”合为“重”字。“重”与“众”的发音相同。#“千里”二字组合，可为“重”字。#“思”字没了“心”，余下“田”；“垂”字的头部与“坐”字的尾部添上“田”，便是“重”。#“千、里”相聚在一起就是个“重”字。
劳力不够要主动,6,莹,“主动”别解为“主”字的笔划改动，改成“玉”字；“劳力不够”别解“劳”字去掉“力”。
两边真辛苦，点撇在中央，用心来区别，字形不会忘,5,辨,“辨”字两边是“辛”。
一一隆起,2,降,“降”字有“一一”即“隆”字。
北字穿个眼，上下廿四点,5,燕,“北”字中间穿个眼（口），上面是“廿”，下面是“灬”。
别后一月全变样,6,瑜,“别”字的后半部分是“刂”，“刂”加上“一月”再组合变了样的“全”便是“瑜”字。
自始至终要虚心,1,老,“自始”即“丿”，“至终”即“土”，“虚心”即“七”。
和尚#来人特别牛,5,侍,“和尚”乃“寺”中之“人”。#“特”别了“牛”剩下“寺”，“寺”来“人”便是“侍”字。
走了一口还有一人，走了一人还有一口,6,囚,囚去口为人，囚去人为口！
颐和园毁一半#扉,6,顽,“颐”和“园”字各毁一半，余下“页元”，合为“顽”字。#“扉”扉页即刊封面之内印着书名、著者的一页，“顽”拆开便成“元页”即第一页。
见到二人,2,规,“二人”合为“夫”字，与“见”组合成“规”字。
花烛半残,6,茧,“花烛”二字的一半残缺了，剩下“茧”字。
帽儿十分合适#小心一点无火灾,3,守,“宀”以象形法扣“帽子”，长度“十分”即“一寸”。#“小”字中心，是“亅”，加上“一点”，即“寸”字；“灾”无“火”，即“宀”。
山水之中半展帆,5,刷,“山水”二字的中间加起来是“刂”；“展帆”各取一半，即“尸巾”。
发言虚心不自满#尽释前嫌,4,兼,“兼”字有“言”，即为“谦”字。“虚心”、“不自满”均提示“谦”的字义。#“释”字义为“消除”，“嫌”字消除掉前半部分，余下“兼”。
此子一来自称帝,5,瓜,“瓜”来个“子”，就成“孤”字。“孤”，是皇帝的自称。
两三点后方清静,2,静,“静”字添上“两三点”，方可成为“清静”二字。
南宋相会秦丞相,7,桧,“宋”字的南部是“木”，与“会”组合成“桧”；“秦丞相”暗指“秦桧”。
一人正在花前#带头改革，天下为先#十分开心人相会#纵然离开要大度#而立之年贡献大#纵横天下二十载,4,奔,“正”别解为数学符号，为“十”；“花”字的前半部分，是“艹”；“十”、“艹”与“人”组合成“奔”字。#“带”字前头是“卅”，改革后成为“十廾”；“天”字的下半部分为“人”，“人”在“十廾”的先头就是“奔”字。#“开”字分离后，与“十”、“人”相会，构成“奔”字。#“纵”别解为“竖”，与“横”相对（如纵横），以象形法扣“丨”；“开”字分离后，加上“丨”，组成“卉”字；再要个“大”字度上去，就是“奔”字。#“而立之年”指“三十岁”，别解为三个十（十十十），再贡献个“大”字给“十十十”便是“奔”字。#“纵横”即“横一条竖一条”，为“十”字；“天下”别解为天字的下半部分，取“大”；“二十”即两个“十”，形似“廾”。
和尚身上一条巾,1,常,“尚”字身上挂条“巾”。
调整火力做假像#为何不可,5,伪,“火力”二字笔画调整后可成“伪”字；“假像”提示“伪”的字义。#“为何”两字不要“可”。
救人不要半文钱,10,俅,“文”别指反文旁（攵），“救”不要“攵”便是“求”字，不要钱就给个“人”它便是“俅”字。
除草得第二#草下游来一只鸭#开口说梦话,3,艺,“艺”字除去“草字头”，剩下“乙”，“乙”排行第二。#有没有觉得“乙”很像一只鸭的样子？#“艺”字开“口”便是“呓”字，“呓”意外梦话。
哥一半，你一半#来人可靠#人去即可,1,何,“哥”和“你”二字各取一半组合，可为“何”字。#来个“人”靠在“可”字的旁边，即为“何”字。#“何”字的“人”去了，即“可”。
上边查下边看，虽有雨可晴天,6,霜,“查”上边是“木”，“看”下边是“目”，有“雨”就是“霜”。有谚语“霜重见晴天，瑞雪兆丰年。”
虽已七十有劲头,2,轻,“七十”可组合成“车”字，“劲”字的前头是“ス工”，合为“轻”字。
一弯明月落江边,8,漕,“弯”意为“曲”，“江”的一边为“氵”。
老孙头来了笑声扬#一半是学者,6,孝,“老孙”二字的前头分别是“耂”、“子”，合为“孝”字；“孝”与“笑”读音相同。#“学、者”各取一半。
双方见面称兄台#一点补充,4,允,“双方”，别解为两个方格，即“口口”。“口口”与“允”相遇，便成“兄台”二字。#“允”字补“一、点”就是“充”字。
抽刀必割,2,害,“害”字抽起“刀（刂）”就是“割”字。
清明节前后#清如水，明如月#清明节前后，择日来踏青#放飞心情迎来日出#十二月一日,5,晴,“清明”二字分别节省去前后部分，余下“青日”，合为“晴”字。#“如”，往也，一义为“去”；如“如厕”，即去厕所的意思。“清”去掉“水”，剩下“青”；“明”去掉“月”，即“日”；合为“晴”字。#“清明”二字分别节省去前后部分，余下“青日”，合为“晴”字。谜面两次扣合谜底。#“情”字的“心”放飞走了，剩下“青”；“青”字迎来“日”，即“晴”字。#“十、二、月”组成“青”。
上面是十两，下面也是十两，上下合起来，却有二十斤#十两一斤,7,芹,“芹”字上面是“艹”，下面是“斤”；“十两”别解为两个十（十十），重量一“斤”可换算为“十两”。#“十两”别解为两个“十”，即“十十”。
如此口角，似有醉声#解除之后用此方#口角在此发生#在此十分对口,3,嘴,如果“此口角”组合在一起，就是“嘴”字；“嘴”与“醉”读音相似。#“方”别解为“方格”；“解”字除去后半部分，余下“角”，与“此口（方）”组成“嘴”字。#“嘴”字由“口、角、此”三字构成。#人民币“十分”合为一“角”。
半硬半软，先硬后软#软一半，硬一半,6,砍,“硬软”二字各取一半，合成“砍”字。“硬”字的先头与“软”字的后半部分组合，成“砍”字。谜面两次扣合谜底。#“软”的一半是“欠”，“硬”的一半是“石”。
西湖月初吐#月下湖边有鸟鸣,7,涓,“湖”字的西部是“氵”，“吐”字的初始部分为“口”，与“月”组合成“涓”字。#“湖”字一边取“氵”，“口”有“鸟”则“呜”，“月”在下，就构成“涓”字。
昔日一别今相聚,8,芩,“昔”字的“日一”别了，剩下“艹”，与“今”相聚在一块就是“芩”字。
